iter	Passed	Remaining
1056	19782	17648
1057	19800	17629
1058	19817	17609
1059	19835	17590
1060	19854	17571
1061	19872	17551
1062	19891	17533
1063	19907	17512
1064	19926	17494
1065	19946	17476
1066	19966	17458
1067	19987	17442
1068	20007	17424
1069	20026	17406
1070	20045	17387
1071	20067	17372
1072	20090	17357
1073	20105	17335
1074	20119	17312
1075	20132	17288
1076	20146	17266
1077	20164	17246
1078	20186	17230
1079	20205	17212
1080	20224	17193
1081	20242	17174
1082	20263	17157
1083	20281	17138
1084	20299	17118
1085	20316	17099
1086	20334	17079
1087	20353	17061
1088	20371	17042
1089	20389	17022
1090	20407	17003
1091	20425	16983
1092	20442	16964
1093	20460	16944
1094	20478	16925
1095	20496	16906
1096	20513	16885
1097	20530	16865
1098	20547	16845
1099	20565	16826
1100	20583	16806
1101	20600	16787
1102	20618	16767
1103	20636	16748
1104	20655	16730
1105	20673	16710
1106	20690	16690
1107	20713	16675
1108	20732	16656
1109	20750	16638
1110	20770	16619
1111	20789	16601
1112	20808	16583
1113	20827	16564
1114	20850	16549
1115	20869	16531
1116	20887	16511
1117	20906	16493
1118	20923	16473
1119	20942	16454
1120	20959	16435
1121	20979	16416
1122	20996	16397
1123	21015	16378
1124	21036	16361
1125	21054	16342
1126	21072	16323
1127	21091	16304
1128	21111	16287
1129	21129	16268
1130	21147	16248
1131	21166	16230
1132	21186	16212
1133	21204	16192
1134	21222	16173
1135	21242	16156
1136	21261	16137
1137	21282	16120
1138	21301	16102
1139	21320	16083
1140	21337	16063
1141	21355	16044
1142	21372	16024
1143	21390	16005
1144	21410	15987
1145	21428	15968
1146	21447	15950
1147	21466	15931
1148	21484	15912
1149	21502	15893
1150	21521	15874
1151	21538	15855
1152	21557	15836
1153	21576	15817
1154	21596	15800
1155	21614	15780
1156	21633	15762
1157	21652	15743
1158	21672	15726
1159	21690	15707
1160	21710	15689
1161	21728	15670
1162	21750	15653
1163	21773	15637
1164	21797	15622
1165	21817	15605
1166	21834	15585
1167	21854	15567
1168	21875	15550
1169	21895	15532
1170	21912	15513
1171	21931	15494
1172	21950	15476
1173	21967	15456
1174	21986	15437
1175	22006	15419
1176	22024	15400
1177	22043	15381
1178	22063	15363
1179	22081	15344
1180	22100	15326
1181	22120	15308
1182	22139	15289
1183	22157	15270
1184	22175	15251
1185	22193	15232
1186	22212	15214
1187	22231	15195
1188	22249	15176
1189	22267	15157
1190	22288	15139
1191	22308	15121
1192	22326	15102
1193	22344	15083
1194	22361	15063
1195	22384	15047
1196	22401	15027
1197	22421	15010
1198	22440	14991
1199	22458	14972
1200	22477	14953
1201	22495	14934
1202	22514	14915
1203	22532	14896
1204	22550	14877
1205	22569	14859
1206	22587	14840
1207	22606	14821
1208	22624	14802
1209	22642	14782
1210	22659	14763
1211	22678	14744
1212	22696	14725
1213	22714	14706
1214	22732	14687
1215	22750	14667
1216	22769	14649
1217	22787	14630
1218	22805	14610
1219	22822	14591
1220	22850	14578
1221	22869	14560
1222	22888	14541
1223	22906	14522
1224	22924	14503
1225	22942	14484
1226	22960	14464
1227	22978	14445
1228	22995	14425
1229	23012	14406
1230	23033	14389
1231	23050	14369
1232	23068	14349
1233	23085	14330
1234	23102	14310
1235	23119	14290
1236	23136	14271
1237	23154	14251
1238	23173	14233
1239	23190	14213
1240	23208	14194
1241	23227	14175
1242	23245	14156
1243	23265	14139
1244	23288	14122
1245	23315	14108
1246	23334	14090
1247	23357	14074
1248	23378	14057
1249	23400	14040
1250	23420	14022
1251	23438	14003
1252	23458	13985
1253	23477	13966
1254	23497	13948
1255	23515	13929
1256	23531	13909
1257	23549	13890
1258	23569	13872
1259	23587	13853
1260	23606	13834
1261	23624	13815
1262	23642	13795
1263	23660	13776
1264	23679	13758
1265	23699	13740
1266	23717	13721
1267	23734	13701
1268	23753	13683
1269	23771	13664
1270	23789	13644
1271	23805	13624
1272	23820	13603
1273	23837	13583
1274	23865	13570
1275	23883	13551
1276	23903	13533
1277	23922	13514
1278	23940	13495
1279	23960	13477
1280	23979	13458
1281	23997	13440
1282	24016	13421
1283	24035	13403
1284	24054	13384
1285	24073	13365
1286	24092	13347
1287	24111	13328
1288	24129	13309
1289	24146	13290
1290	24164	13270
1291	24181	13251
1292	24199	13232
1293	24217	13212
1294	24234	13193
1295	24253	13174
1296	24272	13156
1297	24289	13136
1298	24309	13118
1299	24328	13100
1300	24345	13080
1301	24361	13060
1302	24380	13041
1303	24397	13021
1304	24413	13002
1305	24432	12983
1306	24450	12964
1307	24467	12944
1308	24485	12925
1309	24504	12906
1310	24522	12887
1311	24540	12868
1312	24557	12849
1313	24574	12829
1314	24592	12810
1315	24610	12791
1316	24628	12772
1317	24646	12753
1318	24664	12734
1319	24682	12715
1320	24699	12695
1321	24717	12676
1322	24736	12658
1323	24753	12638
1324	24770	12619
1325	24789	12600
1326	24806	12581
1327	24824	12561
1328	24841	12542
1329	24870	12528
1330	24889	12510
1331	24907	12491
1332	24926	12472
1333	24945	12454
1334	24963	12435
1335	24987	12419
1336	25011	12402
1337	25032	12385
1338	25053	12367
1339	25074	12350
1340	25092	12330
1341	25109	12311
1342	25128	12293
1343	25147	12274
1344	25165	12255
1345	25184	12236
1346	25203	12218
1347	25223	12199
1348	25240	12180
1349	25259	12162
1350	25278	12143
1351	25296	12124
1352	25314	12105
1353	25334	12087
1354	25351	12067
1355	25369	12048
1356	25388	12030
1357	25409	12012
1358	25427	11993
1359	25446	11974
1360	25465	11956
1361	25483	11937
1362	25501	11918
1363	25522	11900
1364	25540	11881
